CC,AS,start,uids,first_isp,googlepdns,cloudflare,opendns,quad9,level3,neustar,he,first_others,nb_https,nb_AAAA,nb_A,nb_A_dup,nb_dup_A,dups_isp,dups_pdns,isp_pdns,isp_others,dups_others,dups_long,zombie_1,zombie_2,z_ISP,z_PDNS,z_others,first_3s,first_10s,sum_delay,max_delay
CH,AS21069,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,AS21069,1738024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
CH,AS21069,1738031400,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1252100467681885,1.1252100467681885
CH,AS21069,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,AS43277,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6637659072875977,0.6637659072875977
RS,AS43277,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS39551,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS42177,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.8216049671173096,0.8216049671173096
NL,AS57043,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8528990745544434,0.8528990745544434
UA,AS209825,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS209825,1738024200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4074740409851074,0.4074740409851074
UA,AS209825,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS209825,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5226778984069824,0.5226778984069824
HU,AS50689,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,AS50689,1738024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0
BG,AS205665,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0387520790100098,1.0387520790100098
HU,AS50689,1738031400,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7771239280700684,0.7771239280700684
HU,AS50689,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS199338,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS208486,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,AS54113,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS48918,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07485508918762207,0.07485508918762207
RS,AS54113,1738024200,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6000690460205078,0.6000690460205078
RS,AS54113,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,AS31213,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0263431072235107,1.0263431072235107
GB,AS15689,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS15689,1738038600,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0701100826263428,1.0701100826263428
IT,AS208011,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0442829132080078,1.0442829132080078
ZA,AS327726,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.591095924377441,4.591095924377441
ZA,AS327726,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS215429,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS215429,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5540759563446045,0.5540759563446045
HU,AS41627,1738017000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9362587928771973,0.6294949054718018
HU,AS41627,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5868411064147949,0.5868411064147949
ZA,AS329058,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS329058,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.791621923446655,5.791621923446655
ZA,AS327726,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5042729377746582,0.5042729377746582
NL,AS51088,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,AS6663,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,AS44187,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,AS36183,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS205836,1738038600,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6521151065826416,0.6521151065826416
DE,AS56532,1738031400,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5985560417175293,0.5985560417175293
MD,AS13335,1738024200,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9685320854187012,0.9685320854187012
MD,AS13335,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS205596,1738024200,13,0,0,0,0,0,0,0,0,13,0,0,13,13,14,0,0,0,0,12,1,0,0,0,0,0,0,0,8.645845890045166,1.1347548961639404
SE,AS48904,1738031400,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8233740329742432,1.8233740329742432
SE,AS48904,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,AS202433,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,AS207047,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6628329753875732,0.6628329753875732
AL,AS207047,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9221498966217041,0.9221498966217041
GB,AS206576,1738038600,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8828599452972412,0.8828599452972412
IT,AS198380,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30182790756225586,0.30182790756225586
IT,AS198380,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS29606,1738038600,1,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1.9586460590362549,1.9586460590362549
UA,AS216127,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS216127,1738024200,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755608081817627,0.755608081817627
UA,AS216127,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS216127,1738038600,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8929369449615479,0.8929369449615479
CZ,AS196861,1738038600,9,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,5.394512891769409,0.9879128932952881
PL,AS3257,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7986929416656494,0.7986929416656494
PL,AS3257,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415057897567749,0.415057897567749
DK,AS210210,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK,AS210210,1738024200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028559923171997,1.028559923171997
AL,AS202433,1738024200,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.114061117172241,1.3274149894714355
DK,AS210210,1738031400,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6850290298461914,0.6850290298461914
IT,AS60798,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS205596,1738031400,2,0,0,0,0,0,0,0,0,2,0,0,2,2,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1.2441380023956299,1.0168230533599854
IT,AS16276,1738024200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8503520488739014,1.8503520488739014
EE,AS43958,1738024200,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2227909564971924,1.2227909564971924
EE,AS43958,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS20643,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG,AS56971,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AO,AS328979,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8212769031524658,0.8212769031524658
IT,AS16276,1738031400,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9837040901184082,0.9837040901184082
AO,AS328979,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605212926864624,0.605212926864624
IT,AS16276,1738038600,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4740428924560547,0.4740428924560547
GB,AS201773,1738024200,3,0,0,0,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3159399032592773,0.8877990245819092
AL,AS209302,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,AS202433,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35524892807006836,0.35524892807006836
IT,AS59862,1738024200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1269550323486328,0.1269550323486328
PL,AS199105,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS199105,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3843119144439697,1.3843119144439697
AT,AS8692,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS212027,1738017000,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.8353569507598877,0.8353569507598877
CZ,AS57077,1738024200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7459850311279297,0.7459850311279297
CZ,AS57077,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS57077,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489483118057251,0.489483118057251
IT,AS59862,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK,AS210210,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,AS202074,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754425048828125,0.754425048828125
MK,AS41313,1738031400,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0976650714874268,1.0976650714874268
LY,AS328733,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS205596,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4985020160675049,0.4985020160675049
GB,AS212027,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891071081161499,0.891071081161499
MK,AS41313,1738038600,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209670066833496,1.209670066833496
AL,AS202433,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7866809368133545,0.7866809368133545
BG,AS41313,1738038600,2,0,2,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2259750366210938,0.8868579864501953
MD,AS43870,1738024200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24633002281188965,0.24633002281188965
MD,AS43870,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG,AS37100,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7445099353790283,0.7445099353790283
DE,AS197477,1738024200,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.38732290267944336,0.38732290267944336
DE,AS197477,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,AS198371,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43401598930358887,0.43401598930358887
ZA,AS329036,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44256591796875,0.44256591796875
DE,AS197477,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7867801189422607,0.7867801189422607
AL,AS210748,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9039239883422852,0.9039239883422852
AL,AS210748,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS201773,1738031400,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9796919822692871,0.9796919822692871
IT,AS211740,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS61408,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7281010150909424,0.7281010150909424
ES,AS61408,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0716650485992432,1.0716650485992432
ES,AS61408,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.44141292572021484,0.44141292572021484
GB,AS56043,1738031400,1,0,0,0,0,0,0,0,0,1,0,1,1,1,12,0,0,0,0,0,7,0,0,0,0,0,0,0,1.003403902053833,1.003403902053833
GB,AS56043,1738038600,1,0,0,0,0,0,0,0,0,1,0,1,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7914719581604004,0.7914719581604004
RS,AS34131,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,AS34131,1738024200,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.988538980484009,8.988538980484009
AT,AS49163,1738038600,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4019749164581299,1.4019749164581299
PL,AS50550,1738031400,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539280891418457,0.539280891418457
CG,AS328857,1738024200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599560022354126,0.599560022354126
PL,AS199978,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS61354,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AO,AS329210,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS209201,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7873220443725586,0.7873220443725586
CZ,AS34596,1738031400,7,0,1,0,0,0,0,0,0,6,0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.99467396736145,1.2259860038757324
CZ,AS34596,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9860899448394775,0.9860899448394775
NG,AS328457,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS209906,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2500450611114502,0.2500450611114502
GH,AS37647,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH,AS37647,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1862289905548096,1.1862289905548096
NL,AS55256,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG,AS327763,1738017000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5559158325195312,0.8513219356536865
PL,AS199842,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO,AS41729,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS15844,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,AS44736,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,AS44736,1738024200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384809970855713,0.5384809970855713
AL,AS207502,1738024200,2,2,0,0,0,0,0,0,0,0,2,0,2,2,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6197090148925781,0.48146700859069824
AL,AS207502,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7178390026092529,0.7178390026092529
ZA,AS3300,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS3300,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22290396690368652,0.22290396690368652
ZA,AS3300,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS3300,1738038600,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.277825117111206,3.277825117111206
IT,AS204326,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,AS204326,1738024200,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9683890342712402,0.9683890342712402
IT,AS204326,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS15844,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6124958992004395,0.6124958992004395
IT,AS206182,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW,AS37604,1738024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
AL,AS209302,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9284710884094238,0.9284710884094238
LR,AS37580,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5641570091247559,0.5641570091247559
PL,AS197790,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5652289390563965,0.5652289390563965
BG,AS210154,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841439962387085,0.841439962387085
PL,AS25075,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS25075,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8907990455627441,0.8907990455627441
AL,AS207502,1738038600,1,0,0,0,0,0,0,0,0,1,1,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9159390926361084,0.9159390926361084
PL,AS199842,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1683809757232666,1.1683809757232666
PL,AS199842,1738031400,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067681074142456,1.067681074142456
GB,AS201773,1738038600,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932703971862793,0.932703971862793
UA,AS202327,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS202327,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.44663190841674805,0.44663190841674805
UA,AS202327,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS202327,1738038600,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4989619255065918,0.4989619255065918
PL,AS25075,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS25075,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942115068435669,0.942115068435669
CZ,AS205002,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5778141021728516,0.5778141021728516
RU,AS56529,1738024200,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.5973129272460938,2.5973129272460938
RU,AS56529,1738031400,13,13,0,0,0,0,0,0,0,0,0,0,13,13,16,13,0,0,0,0,0,0,0,0,0,0,0,0,9.51070761680603,1.4382500648498535
ES,AS202367,1738024200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5026569366455078,0.5026569366455078
