Address, TLD, nx_domain, name_type, min_delay, count
64.56.129.3,"NET",0,tld,-1,1
64.56.129.3,"COM",0,tld,-1,1
64.50.236.200,"LOCAL",1,rfc6771,648,3
64.50.236.200,"HOME",1,frequent,1830,3
64.49.162.6,"NET",0,tld,-1,1
64.30.227.228,"EDU",0,tld,594,2
64.30.227.228,"",0,root,-1,1
64.4.15.92,"",0,root,-1,1
64.4.15.86,"",0,root,-1,1
63.218.44.186,"NET",0,tld,-1,1
63.144.80.8,"NET",0,tld,-1,1
63.130.182.53,"NETMONITOR",1,dga,-1,1
63.130.182.53,"LOCAL",1,rfc6771,-1,1
63.130.182.53,"HOME",1,frequent,-1,1
63.128.21.9,"COM",0,tld,-1,1
62.216.150.20,"\2165\216",1,binary,3847,3
62.201.210.62,"377",1,numeric,-1,1
62.201.210.62,"373",1,numeric,-1,1
62.201.210.62,"355",1,numeric,-1,1
62.201.210.62,"353",1,numeric,-1,1
62.201.210.62,"323",1,numeric,-1,1
62.201.210.62,"301",1,numeric,-1,1
62.201.210.62,"274",1,numeric,-1,1
62.201.210.62,"264",1,numeric,-1,1
62.201.210.62,"254",1,numeric,-1,1
62.201.210.62,"232",1,numeric,-1,1
62.201.210.62,"230",1,numeric,-1,1
62.201.210.62,"216",1,numeric,-1,1
62.201.210.62,"211",1,numeric,-1,1
62.201.210.62,"203",1,numeric,-1,1
62.201.210.62,"176",1,numeric,-1,1
62.201.210.62,"173",1,numeric,-1,1
62.201.210.62,"136",1,numeric,-1,1
62.201.210.62,"120",1,numeric,-1,1
62.201.210.62,"116",1,numeric,-1,1
62.201.210.62,"073",1,numeric,-1,1
62.201.210.62,"053",1,numeric,-1,1
62.201.210.62,"031",1,numeric,-1,1
62.201.210.62,"021",1,numeric,-1,1
62.182.60.71,"NET",0,tld,10436,3
62.179.14.197,"133:51239",1,bad_syntax,-1,1
62.159.88.146,"DE",0,tld,276,2
62.149.176.16,"EU",0,tld,-1,1
62.112.98.58,"WJOXRDZ",1,dga,-1,1
62.112.98.58,"VANZAVBAHKTJ",1,dga,-1,1
62.112.98.58,"UBUOWDCFCKRZRJX",1,dga,-1,1
62.112.98.58,"SWVEKKIJ",1,dga,-1,1
62.112.98.58,"SRJTISK",1,dga,-1,1
62.112.98.58,"SKYPOZKULZUQVLG",1,dga,-1,1
62.112.98.58,"LHSZBVYPYJTT",1,dga,-1,1
62.112.98.58,"JWKJZCORBQF",1,dga,-1,1
62.112.98.58,"HOME",1,frequent,-1,1
62.112.98.58,"FIECIJQ",1,dga,-1,1
62.112.98.58,"CRATFGYSO",1,dga,-1,1
62.112.98.58,"CPUMBJEVQELTNK",1,dga,-1,1
62.112.98.58,"COM",0,tld,2508,2
62.112.98.58,"BFWLICKZMMYF",1,dga,-1,1
62.112.98.58,"AKZOFLHMWOJ",1,dga,-1,1
62.112.98.58,"",0,root,-1,1
62.106.13.177,"BIND",0,chaos,-1,1
61.220.10.216,"",0,root,-1,1
61.220.9.186,"NET",0,tld,44,8
61.220.9.186,"JGQYHVFZPL",1,dga,-1,1
61.220.9.186,"COM",0,tld,2033,4
61.220.9.186,"",0,root,-1,1
61.220.8.174,"IN",0,tld,398,2
61.220.8.174,"COM",0,tld,22104,2
61.206.120.185,"TEST",1,rfc6771,-1,1
61.188.16.150,"OMAIPNEV",1,dga,-1,1
61.188.16.150,"DHCP HOST",1,bad_syntax,352,3
61.188.16.146,"LAN",1,frequent,-1,1
61.188.16.142,"ZBQAJAEUGM",1,dga,-1,1
61.188.16.142,"HOME",1,frequent,-1,1
61.188.16.142,"DTHHOGJK",1,dga,-1,1
61.188.16.138,"ZHAOYISIMANAI",1,dga,-1,1
61.188.16.138,"DHCP",1,frequent,-1,1
61.188.16.138,"BLINKAP",1,frequent,-1,1
61.188.16.102,"CHANGHONG",1,other,-1,1
61.188.16.98,"DHCP HOST",1,bad_syntax,-1,1
61.188.16.94,"HOME",1,frequent,-1,1
61.188.16.94,"DHCP HOST",1,bad_syntax,119409,2
61.188.16.90,"HOME",1,frequent,60654,2
61.188.16.90,"DHCP HOST",1,bad_syntax,127041,2
61.188.16.90,"CHANGHONGAP",1,other,-1,1
61.184.90.167,"NET",0,tld,-1,1
61.178.16.79,"COM",0,tld,-1,1
61.164.7.73,"COM",0,tld,116599,2
61.164.7.73,"CN",0,tld,15636,2
61.164.7.73,"",0,root,124056,2
61.164.7.72,"COM",0,tld,346,6
61.164.7.72,"",0,root,170926,2
61.163.252.166,"WORKGROUP",1,frequent,-1,1
61.163.252.166,"LOCAL",1,rfc6771,-1,1
61.163.252.166,"DHCP",1,frequent,8138,4
61.163.252.146,"TOTOLINK",1,frequent,-1,1
61.163.252.146,"RRJCVGAZJLG",1,dga,-1,1
61.163.252.146,"QGAXURVOTPYUKLA",1,dga,-1,1
61.163.252.146,"ITDCGQHHGAJYZPH",1,dga,-1,1
61.163.252.134,"RQSEUNJDRTK",1,dga,-1,1
61.163.252.134,"ROUTER",1,frequent,-1,1
61.163.252.134,"FANQIANQIANDE-IPAD",1,jumbo,-1,1
61.163.252.134,"DHCP HOST",1,bad_syntax,-1,1
61.163.252.134,"DHCP",1,frequent,-1,1
61.163.252.134,"CPILNLSPOOZ",1,dga,-1,1
61.163.252.134,"BCDEFMM",1,dga,-1,1
61.163.252.130,"DHCP HOST",1,bad_syntax,-1,1
61.163.252.38,"WORKGROUP",1,frequent,-1,1
61.163.252.38,"LOCALDOMAIN",1,frequent,5241,2
61.163.252.38,"GAOKEAP",1,other,-1,1
61.163.252.38,"DHCP HOST",1,bad_syntax,-1,1
61.163.252.38,"DHCP",1,frequent,3893,2
61.154.39.225,"COM",0,tld,-1,1
61.153.177.178,"NET",0,tld,-1,1
61.153.177.178,"LOCALDOMAIN",1,frequent,-1,1
61.153.177.178,"IPHONESE",1,dga,-1,1
61.153.177.178,"HOME",1,frequent,-1,1
61.153.177.178,"DHCP HOST",1,bad_syntax,1895,4
61.153.177.178,"DHCP",1,frequent,45279,3
61.153.177.178,"COM",0,tld,6739,5
61.153.177.178,"BREAK;",1,bad_syntax,-1,1
61.153.177.178,"ARRAY(1\0442\0443\0444\0445\0446\0447)\044",1,bad_syntax,-1,1
61.153.41.130,"ZVS",1,other,-1,1
61.153.41.130,"NET",0,tld,-1,1
61.153.41.130,"COM",0,tld,6,26
61.153.41.130,"CN",0,tld,35848,2
61.153.41.130,"",0,root,-1,1
61.152.106.163,"X\1854\001\160\137\234\001",1,binary,-1,1
61.140.11.217,"ZOKSXGMPSIXI",1,dga,-1,1
61.140.11.217,"LOCAL",1,rfc6771,14053,2
61.140.11.217,"HOME",1,frequent,-1,1
61.140.11.217,"FIRM",1,other,-1,1
61.140.11.166,"WORKGROUP",1,frequent,-1,1
61.140.11.166,"URRHDHB",1,dga,-1,1
61.140.11.166,"IUMBMHEV",1,dga,-1,1
61.139.113.166,"SICHUANXINHUA",1,other,-1,1
61.139.113.158,"DHCP HOST",1,bad_syntax,-1,1
61.139.113.102,"ENRSMBUV",1,dga,-1,1
61.139.113.98,"DHCP HOST",1,bad_syntax,-1,1
61.139.113.94,"NJSQ",1,other,-1,1
61.139.73.169,"COM",0,tld,-1,1
61.136.173.142,"COM",0,tld,-1,1
61.93.89.94,"LOCALDOMAIN",1,frequent,-1,1
61.50.244.19,"NET",0,tld,49,3
61.50.244.19,"149",1,numeric,-1,1
60.199.20.182,"XPHMGTDBWJONT",1,dga,-1,1
60.199.20.182,"VTRLHXO",1,dga,-1,1
60.199.20.182,"PSNSTJFA",1,dga,-1,1
60.199.20.182,"NJNMRSEUHAY",1,dga,-1,1
60.199.20.182,"MLRLTVL",1,dga,-1,1
60.199.20.182,"KNZJSHNK",1,dga,-1,1
60.199.20.182,"GYPSXME",1,dga,-1,1
60.199.20.182,"GADGKRYCISXFU",1,dga,-1,1
60.199.20.182,"ARMZVQJBGBCHP",1,dga,-1,1
60.199.20.182,"103",1,numeric,-1,1
60.12.215.244,"",0,root,-1,1
60.2.15.132,"ARPA",0,tld,-1,1
59.172.106.142,"COM",0,tld,-1,1
59.151.123.72,"CN",0,tld,-1,1
59.61.86.18,"COM",0,tld,-1,1
59.61.86.18,"",0,root,-1,1
59.51.78.236,"ZHOULEIDE-IPAD",1,other,-1,1
59.51.78.236,"DISKLESSDOMAIN",1,other,-1,1
59.51.78.236,"DHCP",1,frequent,-1,1
59.51.78.236,"BAICAIO",1,other,-1,1
59.49.49.66,"ARPA",0,tld,-1,1
59.45.87.195,"COM",0,tld,9,8
59.45.87.195,"CN",0,tld,193,2
58.246.36.90,"NET",0,tld,67,6
58.241.38.72,"EU",0,tld,-1,1
58.240.57.50,"H)\179\0028\230\171\002",1,binary,4836,2
58.240.57.42,"LOCAL",1,rfc6771,-1,1
58.240.57.42,"DHCP HOST",1,bad_syntax,6244,3
58.240.57.42,"ASUS",1,frequent,-1,1
58.240.57.42,"6=>ARRAY(\034AREANAME\034=>\034\228\184\156\229\140\151\034\044\034PROVINCES\034=>ARRAY(24\0447\04427))\044",1,binary,-1,1
58.240.57.42,"23-340683F0",1,other,-1,1
58.240.56.46,"DHCP HOST",1,bad_syntax,-1,1
58.65.179.68,"COM",0,tld,-1,1
58.60.188.178,"COM",0,tld,-1,1
58.52.202.130,"COM",0,tld,-1,1
58.22.97.162,"COM",0,tld,-1,1
58.17.66.4,"COM",0,tld,-1,1
57.79.10.142,"\2165\216",1,binary,8,4
54.215.172.77,"RO",0,tld,35904,4
54.183.102.168,"SL",0,tld,-1,1
54.153.123.241,"INTERNAL",1,frequent,-1,1
54.92.61.94,"WN7RYRIIAT59KZ0CBRHIDMLASEFTTAFP",1,jumbo,-1,1
54.77.29.173,"RBL",1,frequent,-1,1
54.71.67.227,"KE",0,tld,-1,1
54.68.123.193,"ES",0,tld,-1,1
52.192.75.82,"COM",0,tld,-1,1
52.192.69.185,"SUBSTRATE",1,other,-1,1
52.190.136.21,"Z",1,other,-1,1
52.190.136.15,"Z",1,other,-1,1
52.182.128.26,"Z",1,other,142925,2
52.182.128.25,"Z",1,other,-1,1
52.182.128.24,"Z",1,other,-1,1
52.182.128.23,"Z",1,other,-1,1
52.94.38.35,"",0,root,-1,1
52.89.148.182,"IP-10-202-2-36",1,other,-1,1
52.89.98.12,"44",1,numeric,-1,1
52.88.124.50,"EDI",1,other,-1,1
52.43.18.40,"NSA",1,other,153,2
52.41.30.202,"INTERNAL",1,frequent,-1,1
52.36.158.33,"COM",0,tld,-1,1
52.27.255.205,"COMPOUPOUSSE",1,other,-1,1
52.15.201.251,"ROI6HC2F1ICFZSGGMO7EICR6YDQ46MKM",1,jumbo,-1,1
52.14.242.106,"ZYSZ67OA2RUZFMPA5GDCX5IDWOFK9BCB",1,jumbo,-1,1
50.206.99.3,"ORG",0,tld,154,2
50.198.89.37,"",0,root,-1,1
50.83.21.39,"ORG",0,tld,-1,1
50.64.124.252,"BIND",0,chaos,-1,1
49.158.22.29,"COM",0,tld,-1,1
49.106.193.92,"COM",0,tld,-1,1
49.104.254.159,"YXQWBSSQP",1,dga,-1,1
49.104.254.159,"WWELADCPKZGEG",1,dga,-1,1
49.104.254.159,"WBPGURFMGT",1,dga,-1,1
49.104.254.159,"ULBRZXLYMWYODEV",1,dga,-1,1
49.104.254.159,"MZOWYCGGG",1,dga,-1,1
49.104.254.159,"LOCAL",1,rfc6771,-1,1
49.104.254.159,"KRDSRGAUKEOY",1,dga,-1,1
49.98.32.153,"MPMTKDZTCDAOA",1,dga,-1,1
49.98.32.153,"BMMMFMELA",1,dga,-1,1
49.98.32.145,"YPFWVQQEQEBMCYC",1,dga,-1,1
49.98.32.145,"UTGAYYQL",1,dga,-1,1
49.98.32.145,"LOCAL",1,rfc6771,-1,1
49.98.32.145,"IYXOIVMFUG",1,dga,-1,1
49.98.32.145,"IQTGXZKWNE",1,dga,-1,1
49.98.32.145,"IFXFUSLKTAB",1,dga,-1,1
49.98.32.145,"IERPAUQROXS",1,dga,-1,1
49.98.32.145,"EQPCHAKCO",1,dga,-1,1
49.98.32.145,"CKURJFBUWEAMJN",1,dga,-1,1
49.97.86.161,"YMMOPGERKXA",1,dga,-1,1
49.97.86.161,"XVJWKQDRCMJ",1,dga,-1,1
49.97.86.161,"XNKCEZUNHO",1,dga,-1,1
49.97.86.161,"UPLDWZRLRXNOWP",1,dga,-1,1
49.97.86.161,"QMQNCANENM",1,dga,-1,1
49.97.86.161,"OYCBSYRX",1,dga,-1,1
49.97.86.161,"MLCYICEE",1,dga,-1,1
49.97.86.161,"MJIWWCAAALFIH",1,dga,-1,1
49.97.86.161,"KXWIHDR",1,dga,-1,1
49.97.86.161,"HDYAZOQ",1,dga,-1,1
49.97.86.161,"FWXPFLY",1,dga,-1,1
49.97.86.151,"XNAPVTDPKZ",1,dga,-1,1
49.97.86.151,"WCUIWBLEVY",1,dga,-1,1
49.97.86.151,"VUQBPTQKIP",1,dga,-1,1
49.97.86.151,"KMGHWWLW",1,dga,-1,1
49.97.86.151,"KAOSWDCTUZVOMKR",1,dga,-1,1
49.97.86.151,"JOYPGKJVWLSPPRA",1,dga,-1,1
49.97.86.151,"JDECAPFZHXP",1,dga,-1,1
49.97.86.151,"IZMIBYAXLPD",1,dga,-1,1
49.97.86.151,"CGRVHCKGYEPGUFT",1,dga,-1,1
49.97.86.151,"BGCGOYZCMN",1,dga,-1,1
49.97.86.151,"BAGCXOHLWKCI",1,dga,-1,1
49.97.86.151,"ANNOBUQBPE",1,dga,-1,1
49.45.2.20,"VLSEMSKXQXU",1,dga,-1,1
49.45.1.228,"UCUYFQGSBHXTZ",1,dga,-1,1
49.45.1.228,"OCDMSZCA",1,dga,-1,1
49.45.1.228,"MXYMKWSQW",1,dga,-1,1
49.45.1.227,"ZXSJGRRPCXD",1,dga,-1,1
49.45.1.227,"GYJWDGNYP",1,dga,-1,1
49.45.1.227,"CNHHOPKXYU",1,dga,-1,1
49.45.1.226,"IQNRMLNREU",1,dga,-1,1
49.45.1.226,"IDBFFVINI",1,dga,-1,1
49.45.1.226,"HYZFRKFQLWTSC",1,dga,-1,1
49.45.1.226,"FRQNVWNCENXMV",1,dga,-1,1
49.45.1.212,"QWXLXRN",1,dga,-1,1
49.45.1.212,"MWNRVPMIULLJ",1,dga,-1,1
49.45.1.212,"DPKBBCWLYEPQQB",1,dga,-1,1
49.45.1.211,"ZDVTXVS",1,dga,-1,1
49.45.1.211,"FEBEVXSQRJFZBY",1,dga,-1,1
49.45.1.211,"EAMEKURD",1,dga,-1,1
49.45.1.211,"BHNMDKRGDUJFA",1,dga,-1,1
49.45.1.210,"VIZUDWKG",1,dga,-1,1
49.45.1.196,"\128S$\184 \168\129\182D",1,binary,-1,1
49.45.1.196,"VGYTTJRSCLNC",1,dga,-1,1
49.45.1.196,"NSBIRDZCZJVWOR",1,dga,-1,1
49.45.1.196,"NDTOZVY",1,dga,-1,1
49.45.1.195,"ZAHCURJOYYJIIS",1,dga,-1,1
49.45.1.195,"XSCBNJQSDLCBMN",1,dga,-1,1
49.45.1.195,"WYUFTIOAIU",1,dga,-1,1
49.45.1.195,"MHPTZYTQHCCMJ",1,dga,-1,1
49.45.1.194,"\128S$\184 \168\129\182D",1,binary,-1,1
49.45.1.194,"VCVZIDRZLGLDG",1,dga,-1,1
49.45.1.194,"COAUXCJWBJOUD",1,dga,-1,1
49.45.1.194,"CEVPXPYYVE",1,dga,-1,1
49.45.1.181,"RKOETHCRVE",1,dga,-1,1
49.45.1.181,"FBFYMJSJEHNE",1,dga,-1,1
49.45.1.181,"COM",0,tld,-1,1
49.45.1.180,"QKVGEFM",1,dga,-1,1
49.45.1.180,"OVROMSLREXR",1,dga,-1,1
49.45.1.180,"FVGBPTNMKT",1,dga,-1,1
49.45.1.179,"ZDSECQYCMIP",1,dga,-1,1
49.45.1.179,"AQTIUDOEDVR",1,dga,-1,1
49.45.1.178,"ZCIYDAK",1,dga,-1,1
49.45.1.178,"NLRQSQQCRBNJ",1,dga,-1,1
49.45.1.178,"HNINKLEIRS",1,dga,-1,1
49.45.1.178,"CWWCOTMTB",1,dga,-1,1
49.45.1.164,"SSKFGJHQ",1,dga,-1,1
49.45.1.164,"PMYNHYEA",1,dga,-1,1
49.45.1.164,"LJOCPURZFPKTJDU",1,dga,-1,1
49.45.1.163,"WJGGLWPEKTRVP",1,dga,-1,1
49.45.1.163,"ERCMUWMVU",1,dga,-1,1
49.45.1.163,"BNFLRUJKMVQ",1,dga,-1,1
49.45.1.162,"HZQVMOF",1,dga,-1,1
49.45.1.162,"CHNTWDZGHCGADZ",1,dga,-1,1
49.45.1.162,"BTQPIFA",1,dga,-1,1
49.45.1.148,"RBRJHNXLURKNSIY",1,dga,-1,1
49.45.1.148,"OWDNZYDGZMAXVAT",1,dga,-1,1
49.45.1.148,"ATASKJFIZGXWHW",1,dga,-1,1
49.45.1.147,"OCPZBPUOTS",1,dga,-1,1
49.45.1.147,"EXMONBQSNFULP",1,dga,-1,1
49.45.1.147,"DKISRKE",1,dga,-1,1
49.45.1.146,"OUKADJRY",1,dga,-1,1
49.45.1.132,"NTKPHBSYUC",1,dga,-1,1
49.45.1.132,"KFFKDSO",1,dga,-1,1
49.45.1.131,"MPOXLZZBIRJJFB",1,dga,-1,1
49.45.1.131,"ERFHYYSYWD",1,dga,-1,1
49.45.1.130,"BSHZHLAHJI",1,dga,-1,1
49.45.1.116,"KALPZGZIPDTWGIA",1,dga,-1,1
49.45.1.116,"HELDXDZXUHCMLCT",1,dga,-1,1
49.45.1.115,"ZGJSJXLKX",1,dga,-1,1
49.45.1.115,"VDFLYGH",1,dga,-1,1
49.45.1.114,"UGVIPUT",1,dga,-1,1
49.45.1.114,"FTTPFTPXGVWJO",1,dga,-1,1
49.45.1.114,"FGEODPYVFBKNDP",1,dga,-1,1
49.45.1.100,"RPKLQZHKYBTGQ",1,dga,-1,1
49.45.1.100,"NQNKUXNYQAF",1,dga,-1,1
49.45.1.100,"LFXZIYGO",1,dga,-1,1
49.45.1.99,"ZZOYFPG",1,dga,-1,1
49.45.1.99,"YXJZFQCS",1,dga,-1,1
49.45.1.99,"TZODYVQIBA",1,dga,-1,1
49.45.1.99,"CCPNIBQCZJFJD",1,dga,-1,1
49.45.1.99,"BRVCDVNDI",1,dga,-1,1
49.45.1.98,"KXHNIPVDFHSLQFX",1,dga,-1,1
49.45.1.98,"KQVYVUWLEHDS",1,dga,-1,1
49.45.1.98,"JLNYMPIC",1,dga,-1,1
49.45.1.84,"HCTHCUSLS",1,dga,-1,1
49.45.1.83,"NZYOHENU",1,dga,-1,1
49.45.1.82,"OHAKRXFFCOQQMMW",1,dga,-1,1
49.45.1.82,"COM",0,tld,-1,1
49.45.1.82,"AZRFUYQX",1,dga,-1,1
49.45.1.68,"WSRHLSXRNN",1,dga,-1,1
49.45.1.68,"HOMDXQJ",1,dga,-1,1
49.45.1.66,"GWTKDCRYO",1,dga,-1,1
49.45.1.52,"RQWXTNWBQJVLE",1,dga,-1,1
49.45.1.52,"DCPEKOMIHGHTXEM",1,dga,-1,1
49.45.1.51,"\200\204\019\184X\0220\184\003",1,binary,-1,1
49.45.1.51,"MKASIDMS",1,dga,-1,1
49.45.1.50,"NXNHIKKGIDMMZAO",1,dga,-1,1
49.45.1.36,"XZOURJYAZUHL",1,dga,-1,1
49.45.1.36,"XN--P\044-WYB",1,bad_syntax,-1,1
49.45.1.36,"VPSUGBSQVSMR",1,dga,-1,1
49.45.1.36,"OAOHHUOIZXQV",1,dga,-1,1
49.45.1.35,"YCDCEWPHRB",1,dga,-1,1
49.45.1.35,"RPOPIDA",1,dga,-1,1
49.45.1.35,"PZJDTPQIUDAJRU",1,dga,-1,1
49.45.1.35,"MKFJMTBUN",1,dga,-1,1
49.45.1.34,"RMOBKBKZMETHT",1,dga,-1,1
49.45.1.34,"NPIYVPTSL",1,dga,-1,1
49.45.1.34,"JOMPEDHIRMR",1,dga,-1,1
49.45.1.34,"HTZWIZVDKYVB",1,dga,-1,1
49.45.1.34,"CQVEFROWTVB",1,dga,-1,1
49.45.1.21,"VVWFLDDLFHDGXD",1,dga,-1,1
49.45.1.21,"SBWNTNMVMRI",1,dga,-1,1
49.45.1.21,"QBIECKV",1,dga,-1,1
49.45.1.21,"ANWZZOR",1,dga,-1,1
49.45.1.20,"VIKSJAKS",1,dga,-1,1
49.45.1.20,"GDS%20PAY%20ARREAR%20CALCULATAR",1,bad_syntax,-1,1
49.45.1.20,"DUHDPLDJSURMHZ",1,dga,-1,1
49.45.1.20,"AAUHLLYQP",1,dga,-1,1
49.45.1.19,"WALYUKBAAMSOC",1,dga,-1,1
49.45.1.19,"VHLEYGQFXCXWG",1,dga,-1,1
49.45.1.19,"RAWJGWCEP",1,dga,-1,1
49.45.1.19,"JRGGUIMA",1,dga,-1,1
49.45.1.18,"NNKJEZEXICG",1,dga,-1,1
49.45.1.18,"MSXZXGTX",1,dga,-1,1
49.45.1.18,"DTVIEESB",1,dga,-1,1
49.45.1.5,"ZOCEAOQAGXQCTLD",1,dga,-1,1
49.45.1.5,"SNIEBVABMYS",1,dga,-1,1
49.45.1.5,"LFVWAKBZJDABPCO",1,dga,-1,1
49.45.1.5,"HANIHUUKCJDX",1,dga,-1,1
49.45.1.4,"XDOASAN",1,dga,-1,1
49.45.1.4,"HTLLRJLVKKMFVLK",1,dga,-1,1
49.45.1.4,"FORTHQYP",1,dga,-1,1
49.45.1.4,"ATUMPFXWZDKV",1,dga,-1,1
49.45.1.3,"HYOMMXHNXWJSUWB",1,dga,-1,1
49.45.1.3,"HPXSFOZETKMXJ",1,dga,-1,1
49.45.1.3,"FSWKJCJ",1,dga,-1,1
49.45.1.3,"DYWJCXR",1,dga,-1,1
49.45.1.2,"VKVCESTHIQ",1,dga,-1,1
49.45.1.2,"NUHAVVKUJLSR",1,dga,-1,1
49.45.1.2,"MSETXHWWDFYR",1,dga,-1,1
49.45.1.2,"DYMFFQUPWXXXEC",1,dga,-1,1
49.45.0.228,"KHDORJBDPDGCZIQ",1,dga,-1,1
49.45.0.227,"WUPHRFUIRWG",1,dga,-1,1
49.45.0.196,"DBKOTNB",1,dga,-1,1
49.45.0.195,"RAZNIRUQP",1,dga,-1,1
49.45.0.195,"MJJGGRUH",1,dga,-1,1
49.45.0.194,"NCJXBHHRWIH",1,dga,-1,1
49.45.0.194,"FFPSHMKUAXS",1,dga,-1,1
49.45.0.165,"NCUJCOA",1,dga,-1,1
49.45.0.165,"HEQSXBW",1,dga,-1,1
49.45.0.164,"QTKJWMKSEW",1,dga,-1,1
49.45.0.164,"MWASFGXY",1,dga,-1,1
49.45.0.164,"CUZCJLVLHC",1,dga,-1,1
49.45.0.163,"IHBCMXDG",1,dga,-1,1
49.45.0.163,"HPBHXZDN",1,dga,-1,1
49.45.0.163,"GRRETXMXUPTY",1,dga,-1,1
49.45.0.162,"ZRAJGXCWQRQ",1,dga,-1,1
49.45.0.162,"1DU-UA8D322EE-C104-S1495509887-I00000000-APNIC-TEST",1,jumbo,-1,1
49.45.0.134,"VUVROWLXDRFZUGC",1,dga,-1,1
49.45.0.134,"LOVCXQWERFOMS",1,dga,-1,1
49.45.0.132,"PVKLHAAIARHRNS",1,dga,-1,1
49.45.0.99,"RBEMHZDKFEEZCD",1,dga,-1,1
49.45.0.99,"KFTUDFNWGTWZDD",1,dga,-1,1
49.45.0.99,"GZWEYZZBTDBEJPZ",1,dga,-1,1
49.45.0.98,"\144WU\183",1,binary,-1,1
49.45.0.98,"VHNTUTGYLKVQ",1,dga,-1,1
49.45.0.68,"HJGKFVKVAW",1,dga,-1,1
49.45.0.68,"BHFDFTC",1,dga,-1,1
49.45.0.67,"FVWEXAFTXCPBXJR",1,dga,-1,1
49.45.0.67,"EKNJMVRKYDCT",1,dga,-1,1
49.45.0.66,"ZKAITWIFPUTJFUV",1,dga,-1,1
49.45.0.66,"WBPITZJMPGDFXN",1,dga,-1,1
49.45.0.66,"TERZQUKVQZSD",1,dga,-1,1
49.45.0.35,"OFGNALRJGC",1,dga,-1,1
49.45.0.11,"BZWYABEPXJA",1,dga,-1,1
49.45.0.10,"WBVVBFDGBEGVI",1,dga,-1,1
49.45.0.10,"TFFRYRQZPG",1,dga,-1,1
49.45.0.10,"DLCRBLQEGJXXWA",1,dga,-1,1
49.45.0.9,"PNBHUSO",1,dga,-1,1
46.227.184.192,"LOCAL",1,rfc6771,5938,2
46.218.35.202,"COM",0,tld,-1,1
46.165.168.132,"`\2466",1,binary,3,15
46.108.135.114,"INFO",0,tld,-1,1
45.33.124.75,"TRQKSJGMD",1,dga,-1,1
45.33.124.75,"RIVVMPAPY",1,dga,-1,1
45.5.36.20,"342",1,numeric,-1,1
45.5.36.20,"272",1,numeric,-1,1
45.5.36.20,"131",1,numeric,-1,1
42.120.74.37,"\131",1,binary,101,4
42.110.139.148,"",0,root,-1,1
41.180.4.82,"BIND",0,chaos,-1,1
41.100.46.253,"COM",0,tld,-1,1
41.66.193.149,"HFWUDUZR",1,dga,-1,1
40.122.184.12,"Z",1,other,-1,1
40.103.47.100,"COM",0,tld,-1,1
40.103.35.164,"COM",0,tld,198,2
40.103.21.212,"COM",0,tld,-1,1
40.103.20.116,"COM",0,tld,100384,2
40.103.17.36,"COM",0,tld,-1,1
40.103.15.84,"COM",0,tld,-1,1
40.103.9.180,"COM",0,tld,-1,1
40.103.2.4,"COM",0,tld,-1,1
38.109.179.234,"NET",0,tld,-1,1
38.101.126.131,"COM",0,tld,-1,1
38.93.235.76,"INFO",0,tld,-1,1
38.71.0.226,"NET",0,tld,-1,1
38.65.199.150,"ARPA",0,tld,-1,1
37.152.5.2,"JIFALJWMQIXBYU",1,dga,-1,1
37.72.226.11,"INFO",0,tld,-1,1
37.29.42.50,"YKXFEJC",1,dga,-1,1
37.29.42.50,"TQHADIWJKTRIYL",1,dga,-1,1
37.29.42.50,"KLMFJQZRM",1,dga,-1,1
37.29.42.50,"GTTAVHNFFQGIKDJ",1,dga,-1,1
37.29.42.50,"",0,root,-1,1
37.29.24.34,"RU",0,tld,-1,1
37.25.110.135,"NET",0,tld,-1,1
35.184.172.191,"IT",0,tld,-1,1
35.165.32.59,"INTERNAL",1,frequent,-1,1
35.164.101.159,"LOCAL",1,rfc6771,-1,1
35.162.240.252,"INTERNAL",1,frequent,-1,1
35.161.195.32,"SCHEMADOCK880-SJC1",1,jumbo,-1,1
34.210.37.220,"NL",0,tld,-1,1
34.209.190.28,"IP-172-30-1-186",1,other,-1,1
34.209.111.70,"IP-10-202-1-49",1,other,-1,1
34.208.16.190,"2015-07-20",1,other,-1,1
31.222.196.196,"ORG",0,tld,-1,1
31.163.0.122,"COM",0,tld,-1,1
27.129.28.230,"ABBKIKRLHB",1,dga,-1,1
27.89.248.46,"WDVSZCIEGSGMXI",1,dga,-1,1
27.89.248.45,"WYLWCSAXU",1,dga,-1,1
27.89.248.44,"YXFCNNN",1,dga,-1,1
27.89.248.44,"UXQODVVPKVTDJ",1,dga,-1,1
27.89.248.44,"PIYYGVH",1,dga,-1,1
27.89.248.43,"OCNOXHGJZ",1,dga,-1,1
27.89.248.43,"LOCAL",1,rfc6771,53115,2
27.89.248.43,"INTDK",1,other,-1,1
27.89.248.42,"LOCAL",1,rfc6771,-1,1
27.89.248.41,"UNHHRGL",1,dga,-1,1
27.89.248.40,"TOAZKTBFI",1,dga,-1,1
27.89.248.40,"GDUQXJTWUOM",1,dga,-1,1
27.89.248.39,"RTOJTYSRZBE",1,dga,-1,1
27.89.248.38,"BQGDNJPP",1,dga,-1,1
27.89.248.14,"GYFSKFMDY",1,dga,-1,1
27.89.248.13,"LOCAL0\001",1,binary,-1,1
27.89.248.11,"OSEWNCPN",1,dga,-1,1
27.89.248.11,"LOCAL",1,rfc6771,-1,1
